User_ID,Age,Gender,City,Annual_Income,Spending_Score,Device_Type,Browser,Session_Duration_Min,Pages_Visited,Product_Category,Purchase_Amount,Payment_Method,Membership_Level,Campaign_Source,Day_of_Week,Cart_Items,Returned
5476,29,Female,Pune,367906,29,Mobile,Chrome,112,26,Home,16277.12,UPI,Gold,Organic,Monday,9,0
5477,32,Other,Delhi,1083372,43,Tablet,Opera,83,1,Fashion,1769.24,Wallet,Platinum,Organic,Saturday,0,0
5478,48,Male,Chennai,483551,97,Desktop,Opera,97,28,Fashion,15066.66,Net Banking,Gold,Organic,Friday,2,0
5479,31,Female,Mumbai,549801,45,Tablet,Firefox,18,19,Fashion,948.69,Credit Card,Regular,Email,Sunday,6,1
5480,28,Other,Bangalore,709522,65,Desktop,Chrome,27,24,Sports,16158.98,Wallet,Gold,Organic,Monday,1,0
5481,43,Male,Mumbai,226403,3,Desktop,Edge,94,28,Fashion,12580.32,Debit Card,Platinum,Organic,Friday,6,0
5482,59,Other,Chennai,863972,96,Mobile,Chrome,31,8,Beauty,6515.22,Net Banking,Platinum,Social Media,Monday,2,0
5483,44,Other,Kolkata,1410058,20,Tablet,Safari,39,7,Beauty,8169.82,COD,Platinum,Social Media,Monday,4,1
5484,28,Male,Pune,1122664,81,Tablet,Edge,67,28,Beauty,13504.98,Debit Card,Platinum,Social Media,Monday,0,0
5485,55,Other,Delhi,1308684,37,Mobile,Safari,22,18,Electronics,3794.0,Credit Card,Gold,Referral,Monday,2,0
5486,51,Male,Kolkata,1479323,38,Desktop,Edge,52,19,Home,17817.38,COD,Gold,Organic,Tuesday,8,0
5487,36,Female,Chennai,600944,74,Desktop,Firefox,10,13,Beauty,9709.45,Net Banking,Silver,Email,Tuesday,3,0
5488,23,Male,Pune,400846,45,Tablet,Opera,117,16,Fashion,15226.78,COD,Silver,Organic,Friday,9,0
5489,55,Female,Hyderabad,1471948,93,Mobile,Firefox,8,23,Electronics,10183.25,Debit Card,Gold,Organic,Thursday,5,0
5490,59,Other,Ahmedabad,972660,42,Mobile,Edge,34,11,Sports,9100.36,COD,Regular,Referral,Monday,3,0
5491,45,Male,Delhi,480608,46,Tablet,Chrome,106,24,Beauty,9445.35,Net Banking,Platinum,Social Media,Friday,3,1
5492,18,Male,Chennai,1149447,60,Desktop,Firefox,53,25,Fashion,7326.18,UPI,Gold,Organic,Sunday,3,0
5493,52,Male,Bangalore,730207,96,Desktop,Edge,18,22,Fashion,14681.81,Wallet,Silver,Ads,Friday,2,0
5494,57,Male,Bangalore,1154596,13,Mobile,Chrome,12,10,Books,16938.43,Credit Card,Regular,Ads,Sunday,5,0
5495,25,Female,Pune,994229,31,Desktop,Opera,110,19,Sports,17102.49,Credit Card,Gold,Social Media,Monday,5,0
5496,24,Female,Pune,382959,68,Desktop,Edge,64,25,Electronics,2510.8,Debit Card,Platinum,Social Media,Monday,6,1
5497,28,Other,Bangalore,288003,62,Desktop,Safari,57,5,Fashion,15251.22,COD,Platinum,Organic,Saturday,0,0
5498,56,Other,Ahmedabad,587804,49,Tablet,Safari,96,12,Home,4079.1,COD,Platinum,Ads,Sunday,1,0
5499,21,Other,Hyderabad,434316,18,Mobile,Safari,2,4,Beauty,342.35,Net Banking,Platinum,Email,Friday,9,0
5500,42,Other,Mumbai,1099343,75,Tablet,Chrome,17,25,Electronics,5581.63,Credit Card,Gold,Email,Friday,7,0
5501,29,Male,Bangalore,801845,53,Tablet,Chrome,52,26,Beauty,5928.09,Credit Card,Regular,Ads,Tuesday,8,0
5502,43,Female,Ahmedabad,1218887,18,Desktop,Firefox,76,28,Beauty,16214.8,Debit Card,Silver,Social Media,Tuesday,3,0
5503,55,Female,Ahmedabad,874719,51,Mobile,Chrome,71,16,Sports,14873.69,Credit Card,Silver,Referral,Monday,4,0
5504,29,Female,Pune,291714,41,Desktop,Edge,79,2,Home,1785.22,Net Banking,Gold,Referral,Sunday,7,0
5505,54,Female,Pune,862896,97,Mobile,Safari,2,26,Home,6586.63,Net Banking,Platinum,Email,Saturday,9,0
5506,41,Other,Hyderabad,910431,67,Desktop,Opera,27,4,Sports,5100.87,Wallet,Silver,Social Media,Friday,3,1
5507,33,Male,Bangalore,845736,65,Mobile,Safari,26,29,Beauty,11949.56,Wallet,Gold,Organic,Monday,9,0
5508,30,Female,Hyderabad,233748,83,Mobile,Edge,25,16,Home,10876.09,Credit Card,Gold,Ads,Wednesday,1,0
5509,42,Male,Ahmedabad,1324598,6,Desktop,Opera,12,22,Beauty,13610.36,Debit Card,Gold,Email,Saturday,7,1
5510,21,Male,Bangalore,595600,74,Desktop,Firefox,17,11,Electronics,18223.52,Net Banking,Gold,Referral,Sunday,7,1
5511,28,Male,Mumbai,1161816,37,Tablet,Chrome,65,6,Sports,8479.36,Wallet,Platinum,Referral,Monday,7,0
5512,49,Male,Chennai,1228128,12,Tablet,Edge,95,28,Sports,13152.89,Debit Card,Regular,Organic,Saturday,6,0
5513,24,Female,Bangalore,569438,81,Mobile,Chrome,40,11,Home,18375.21,COD,Gold,Organic,Monday,6,0
5514,28,Female,Chennai,1324899,91,Desktop,Firefox,5,10,Books,10879.44,Credit Card,Regular,Referral,Friday,8,0
5515,45,Female,Bangalore,825530,2,Desktop,Opera,92,15,Books,6234.79,COD,Platinum,Social Media,Friday,1,0
5516,58,Other,Mumbai,676398,53,Tablet,Edge,28,21,Electronics,8117.71,COD,Gold,Referral,Sunday,0,0
5517,40,Female,Ahmedabad,1308696,25,Desktop,Opera,72,26,Beauty,15116.81,Credit Card,Platinum,Ads,Saturday,9,0
5518,40,Other,Kolkata,260592,28,Mobile,Edge,118,7,Home,14428.22,COD,Regular,Social Media,Tuesday,9,0
5519,45,Other,Pune,929391,45,Mobile,Firefox,52,21,Beauty,14993.47,Credit Card,Regular,Organic,Sunday,3,0
5520,43,Other,Chennai,611916,37,Mobile,Firefox,14,15,Electronics,14891.61,Wallet,Gold,Organic,Thursday,5,0
5521,42,Female,Ahmedabad,608234,17,Tablet,Firefox,6,22,Fashion,18417.13,Debit Card,Platinum,Organic,Monday,2,1
5522,46,Female,Hyderabad,1377582,69,Mobile,Chrome,18,1,Home,15303.7,COD,Regular,Ads,Tuesday,6,0
5523,36,Female,Bangalore,1344540,56,Tablet,Safari,37,8,Books,17123.2,COD,Regular,Organic,Sunday,8,1
5524,50,Other,Pune,1212111,58,Tablet,Opera,74,5,Books,11516.86,Net Banking,Platinum,Social Media,Wednesday,1,1
5525,53,Other,Bangalore,912421,83,Mobile,Edge,64,21,Home,12919.01,COD,Silver,Organic,Monday,2,0
5526,31,Male,Hyderabad,1410970,4,Tablet,Opera,111,26,Sports,19357.62,UPI,Platinum,Organic,Saturday,1,0
5527,31,Other,Ahmedabad,250073,55,Tablet,Safari,99,6,Fashion,17418.99,Wallet,Gold,Referral,Saturday,6,1
5528,52,Other,Mumbai,534794,49,Mobile,Chrome,35,22,Books,15569.47,COD,Silver,Referral,Sunday,2,1
5529,47,Female,Delhi,292290,38,Mobile,Chrome,17,24,Books,13741.74,COD,Gold,Ads,Thursday,9,0
5530,45,Male,Bangalore,662561,45,Tablet,Safari,110,4,Books,7234.51,Net Banking,Regular,Social Media,Saturday,6,0
5531,34,Male,Kolkata,1069518,30,Tablet,Edge,91,15,Books,11007.7,UPI,Gold,Social Media,Wednesday,1,0
5532,20,Male,Hyderabad,884609,96,Desktop,Safari,88,4,Home,1197.05,Debit Card,Platinum,Referral,Monday,5,0
5533,33,Female,Delhi,452028,37,Mobile,Chrome,10,3,Beauty,8381.72,Credit Card,Regular,Social Media,Friday,2,0
5534,47,Male,Bangalore,1221139,56,Desktop,Chrome,51,25,Electronics,2326.74,COD,Gold,Organic,Thursday,8,0
5535,46,Male,Chennai,1374955,27,Tablet,Opera,112,16,Fashion,14599.93,Debit Card,Platinum,Ads,Saturday,3,0
5536,32,Female,Ahmedabad,709364,32,Desktop,Edge,81,16,Sports,17857.12,Wallet,Platinum,Referral,Friday,5,1
5537,42,Male,Pune,1483309,11,Tablet,Edge,52,8,Sports,3564.25,Debit Card,Platinum,Organic,Saturday,8,0
5538,55,Other,Pune,614339,58,Desktop,Chrome,109,21,Beauty,4989.1,Credit Card,Silver,Referral,Wednesday,7,0
5539,59,Other,Hyderabad,1341547,77,Tablet,Safari,64,27,Electronics,17153.92,Credit Card,Silver,Referral,Tuesday,9,0
5540,55,Other,Chennai,1177689,35,Tablet,Chrome,33,24,Sports,11758.06,Debit Card,Gold,Ads,Friday,3,1
5541,40,Other,Mumbai,814751,17,Tablet,Opera,97,6,Sports,11807.35,UPI,Platinum,Ads,Thursday,4,0
5542,42,Other,Delhi,909244,30,Mobile,Safari,17,21,Electronics,11301.24,Net Banking,Gold,Referral,Friday,2,0
5543,59,Other,Hyderabad,1498244,18,Tablet,Chrome,82,13,Fashion,4443.39,Debit Card,Regular,Organic,Tuesday,2,1
5544,24,Other,Kolkata,205291,30,Mobile,Edge,49,9,Home,4941.73,Wallet,Silver,Email,Monday,6,0
5545,39,Other,Bangalore,634409,90,Tablet,Opera,108,9,Home,18997.9,Wallet,Silver,Organic,Saturday,2,0
5546,34,Other,Pune,989554,16,Desktop,Chrome,102,11,Electronics,14497.06,Credit Card,Platinum,Social Media,Tuesday,9,0
5547,35,Female,Bangalore,729164,75,Tablet,Chrome,7,8,Electronics,1899.65,Net Banking,Platinum,Referral,Wednesday,9,0
5548,58,Female,Delhi,1491658,54,Tablet,Firefox,113,28,Books,4536.47,Credit Card,Platinum,Referral,Monday,3,0
5549,27,Other,Chennai,667876,4,Desktop,Safari,90,13,Electronics,12579.6,Debit Card,Regular,Ads,Friday,4,1
5550,27,Female,Chennai,257147,15,Tablet,Firefox,112,26,Beauty,5740.96,Net Banking,Platinum,Social Media,Friday,9,0
5551,24,Female,Hyderabad,332895,76,Tablet,Edge,65,19,Beauty,5109.5,Credit Card,Silver,Email,Saturday,9,1
5552,55,Other,Hyderabad,1039084,27,Tablet,Safari,62,29,Electronics,4126.73,Credit Card,Regular,Email,Sunday,8,1
5553,44,Other,Chennai,826665,4,Desktop,Opera,75,25,Beauty,3795.96,Wallet,Silver,Ads,Tuesday,5,0
5554,50,Female,Hyderabad,1112657,35,Tablet,Safari,10,22,Home,12305.28,UPI,Regular,Email,Monday,2,0
5555,18,Other,Chennai,826987,85,Mobile,Chrome,31,25,Electronics,18126.39,Credit Card,Silver,Referral,Tuesday,2,0
5556,51,Other,Delhi,435427,63,Mobile,Chrome,25,1,Home,7286.52,COD,Gold,Email,Monday,5,0
5557,21,Other,Hyderabad,743268,66,Mobile,Chrome,57,17,Home,2518.02,Debit Card,Gold,Email,Tuesday,5,1
5558,34,Other,Chennai,617440,39,Mobile,Safari,65,6,Beauty,2573.56,COD,Gold,Organic,Saturday,6,0
5559,21,Female,Hyderabad,404562,28,Desktop,Chrome,43,12,Sports,18680.43,Debit Card,Gold,Email,Thursday,8,0
5560,43,Male,Bangalore,452703,34,Tablet,Chrome,3,4,Sports,10621.84,UPI,Gold,Organic,Thursday,2,0
5561,21,Female,Ahmedabad,937813,33,Mobile,Firefox,55,21,Fashion,9379.08,Debit Card,Silver,Social Media,Monday,5,0
5562,18,Male,Pune,283176,50,Tablet,Chrome,48,16,Fashion,17825.75,UPI,Platinum,Organic,Saturday,9,0
5563,24,Male,Bangalore,775097,60,Tablet,Firefox,65,21,Sports,10191.55,Wallet,Gold,Social Media,Monday,8,0
5564,47,Male,Mumbai,848320,72,Desktop,Edge,71,3,Electronics,9663.92,Wallet,Silver,Ads,Tuesday,9,1
5565,26,Female,Chennai,539765,72,Tablet,Safari,107,25,Sports,18540.39,Net Banking,Silver,Referral,Thursday,0,0
5566,52,Female,Mumbai,316440,42,Mobile,Firefox,113,17,Books,9541.74,COD,Gold,Ads,Tuesday,5,0
5567,25,Female,Chennai,485241,86,Mobile,Safari,115,22,Beauty,7880.13,Wallet,Gold,Ads,Friday,5,0
5568,41,Female,Ahmedabad,1251554,91,Desktop,Safari,60,18,Sports,11675.08,COD,Regular,Ads,Monday,7,0
5569,36,Female,Pune,1383980,28,Mobile,Opera,14,18,Electronics,19546.91,UPI,Regular,Social Media,Thursday,4,1
5570,53,Male,Hyderabad,547717,75,Mobile,Firefox,87,25,Electronics,19280.2,COD,Platinum,Email,Friday,2,1
5571,44,Female,Chennai,432389,27,Desktop,Chrome,112,26,Fashion,15534.47,COD,Gold,Organic,Monday,2,1
5572,49,Male,Ahmedabad,1001521,1,Desktop,Opera,81,18,Fashion,10035.69,UPI,Platinum,Ads,Thursday,4,0
5573,31,Female,Bangalore,589694,92,Mobile,Firefox,14,25,Electronics,17641.09,UPI,Regular,Ads,Friday,7,0
5574,35,Female,Hyderabad,672760,91,Desktop,Firefox,9,28,Home,8445.72,Credit Card,Platinum,Email,Tuesday,7,0
5575,45,Other,Pune,1135652,8,Desktop,Edge,85,28,Books,12838.85,COD,Silver,Ads,Tuesday,7,0
5576,46,Male,Bangalore,1375774,46,Mobile,Chrome,45,8,Fashion,3670.59,COD,Gold,Social Media,Thursday,4,0
5577,33,Female,Hyderabad,1107820,24,Mobile,Edge,2,23,Books,13259.62,Net Banking,Gold,Social Media,Sunday,2,1
5578,52,Female,Chennai,587344,40,Desktop,Safari,116,8,Beauty,5594.51,COD,Platinum,Email,Wednesday,4,0
5579,48,Female,Chennai,1410325,51,Tablet,Chrome,32,13,Home,15457.88,UPI,Regular,Social Media,Wednesday,1,0
5580,21,Other,Bangalore,1277677,24,Tablet,Edge,8,12,Beauty,8339.4,Debit Card,Platinum,Ads,Monday,3,0
5581,54,Male,Delhi,700234,22,Mobile,Edge,36,25,Beauty,8028.35,Credit Card,Silver,Ads,Monday,3,1
5582,34,Female,Chennai,440575,74,Mobile,Chrome,90,15,Books,14956.9,UPI,Platinum,Referral,Saturday,6,0
5583,56,Female,Ahmedabad,582299,68,Tablet,Firefox,37,10,Electronics,8563.84,Debit Card,Silver,Referral,Saturday,9,0
5584,43,Female,Delhi,336742,8,Desktop,Safari,15,9,Home,14309.03,Wallet,Silver,Email,Saturday,7,1
5585,56,Other,Hyderabad,1095426,58,Tablet,Opera,34,3,Fashion,17115.8,Wallet,Regular,Ads,Friday,7,0
5586,58,Female,Delhi,836854,15,Tablet,Opera,21,10,Electronics,2823.88,COD,Platinum,Ads,Sunday,4,0
5587,21,Male,Bangalore,341353,8,Mobile,Opera,87,17,Sports,9632.56,UPI,Platinum,Organic,Friday,8,0
5588,47,Male,Mumbai,414730,93,Desktop,Safari,9,15,Fashion,18903.74,COD,Platinum,Social Media,Sunday,7,0
5589,47,Male,Mumbai,1301917,42,Tablet,Chrome,40,24,Sports,16262.41,Net Banking,Silver,Email,Saturday,2,0
5590,39,Male,Bangalore,268069,39,Desktop,Chrome,26,29,Electronics,19474.88,Net Banking,Silver,Email,Tuesday,8,0
5591,28,Female,Kolkata,658291,35,Mobile,Chrome,107,29,Beauty,17220.14,Credit Card,Platinum,Social Media,Wednesday,7,0
5592,19,Other,Ahmedabad,527467,41,Tablet,Opera,22,10,Beauty,6273.37,Debit Card,Silver,Organic,Monday,9,0
5593,29,Other,Mumbai,546482,48,Mobile,Firefox,13,20,Home,3665.14,UPI,Platinum,Referral,Saturday,2,0
5594,47,Other,Bangalore,958740,78,Tablet,Edge,25,21,Fashion,4289.78,Credit Card,Platinum,Organic,Wednesday,1,0
5595,53,Female,Chennai,970532,96,Desktop,Opera,71,14,Sports,4416.17,COD,Platinum,Referral,Friday,1,0
5596,35,Other,Delhi,610264,71,Mobile,Safari,115,27,Sports,1607.15,UPI,Silver,Referral,Wednesday,7,0
5597,43,Male,Mumbai,907966,44,Desktop,Chrome,91,16,Home,18145.22,UPI,Gold,Organic,Tuesday,8,0
5598,24,Female,Chennai,1232819,97,Tablet,Edge,15,22,Books,10100.72,COD,Platinum,Email,Monday,7,0
5599,18,Other,Mumbai,651291,35,Mobile,Chrome,76,6,Books,2115.3,Credit Card,Platinum,Ads,Tuesday,7,1
5600,43,Male,Hyderabad,302591,27,Desktop,Chrome,45,7,Fashion,15276.57,Credit Card,Regular,Email,Monday,3,0
5601,40,Male,Bangalore,1492008,65,Desktop,Chrome,97,10,Beauty,6580.25,Net Banking,Silver,Ads,Tuesday,4,1
5602,43,Female,Bangalore,1263747,70,Tablet,Firefox,21,19,Books,1513.65,UPI,Gold,Email,Friday,2,0
5603,23,Female,Ahmedabad,504348,66,Mobile,Edge,89,18,Electronics,3876.16,Credit Card,Gold,Organic,Sunday,7,0
5604,23,Other,Chennai,1030166,71,Desktop,Opera,40,28,Home,13185.24,UPI,Gold,Organic,Thursday,2,0
5605,25,Other,Kolkata,1196023,72,Mobile,Firefox,47,9,Electronics,15900.73,Net Banking,Silver,Organic,Saturday,6,0
5606,41,Other,Hyderabad,820909,63,Mobile,Safari,86,2,Electronics,5148.17,Debit Card,Silver,Ads,Tuesday,5,0
5607,39,Female,Delhi,981357,93,Mobile,Safari,61,9,Home,11583.46,Debit Card,Platinum,Email,Tuesday,5,0
5608,36,Other,Ahmedabad,919801,80,Mobile,Opera,14,26,Sports,117.36,Net Banking,Platinum,Referral,Saturday,0,0
5609,54,Other,Hyderabad,769366,29,Tablet,Edge,72,4,Fashion,5639.91,Wallet,Platinum,Email,Sunday,7,0
5610,35,Male,Kolkata,932286,31,Desktop,Opera,88,11,Sports,3714.51,UPI,Gold,Email,Wednesday,8,0
5611,48,Male,Hyderabad,876284,64,Mobile,Firefox,67,17,Beauty,1623.27,Credit Card,Gold,Social Media,Friday,3,0
5612,54,Male,Pune,1294408,86,Desktop,Edge,76,3,Fashion,9729.52,Credit Card,Platinum,Email,Thursday,3,0
5613,47,Other,Delhi,832828,53,Desktop,Safari,47,26,Home,12657.21,Wallet,Platinum,Referral,Thursday,7,0
5614,59,Female,Ahmedabad,961140,74,Desktop,Edge,86,15,Home,1022.89,Wallet,Gold,Email,Monday,5,0
5615,50,Male,Delhi,1142552,68,Tablet,Edge,16,2,Home,2844.03,COD,Platinum,Social Media,Sunday,7,0
5616,27,Female,Hyderabad,1494277,25,Mobile,Edge,71,16,Electronics,18652.59,Wallet,Gold,Social Media,Monday,6,1
5617,54,Other,Ahmedabad,1021114,13,Mobile,Opera,18,4,Home,4539.95,Credit Card,Silver,Referral,Thursday,7,1
5618,29,Other,Mumbai,984646,81,Desktop,Chrome,45,18,Beauty,15223.76,UPI,Gold,Email,Thursday,3,1
5619,47,Male,Pune,1176738,40,Desktop,Firefox,23,28,Beauty,14979.93,UPI,Gold,Organic,Saturday,1,0
5620,44,Female,Mumbai,1100126,72,Tablet,Edge,26,10,Home,6499.49,Net Banking,Platinum,Organic,Friday,0,0
5621,56,Male,Hyderabad,438047,87,Tablet,Edge,102,6,Fashion,4161.93,COD,Silver,Social Media,Thursday,4,0
5622,26,Other,Mumbai,1391100,7,Desktop,Opera,66,11,Beauty,4954.62,Credit Card,Platinum,Referral,Monday,9,0
5623,38,Female,Delhi,1015067,32,Mobile,Firefox,2,10,Fashion,11361.39,UPI,Regular,Organic,Monday,9,0
5624,29,Male,Ahmedabad,429355,24,Tablet,Firefox,22,1,Fashion,7685.06,UPI,Regular,Social Media,Wednesday,8,1
5625,46,Other,Delhi,1347908,1,Mobile,Safari,115,16,Fashion,9961.75,Debit Card,Silver,Social Media,Thursday,7,0
5626,50,Male,Mumbai,621149,47,Tablet,Firefox,38,5,Home,16251.09,UPI,Platinum,Email,Friday,6,1
5627,32,Female,Ahmedabad,1104646,51,Mobile,Firefox,42,9,Books,10095.7,Wallet,Platinum,Referral,Saturday,0,0
5628,19,Female,Delhi,876547,36,Desktop,Edge,28,17,Electronics,19905.06,COD,Gold,Organic,Tuesday,9,0
5629,56,Female,Bangalore,1424214,27,Tablet,Chrome,63,4,Home,13350.09,Credit Card,Silver,Email,Monday,3,0
5630,35,Female,Delhi,259722,70,Desktop,Edge,17,2,Beauty,4224.23,Debit Card,Silver,Ads,Tuesday,1,1
5631,20,Female,Hyderabad,480180,42,Tablet,Opera,115,27,Beauty,10040.42,UPI,Silver,Referral,Monday,8,0
5632,24,Male,Chennai,1361607,95,Desktop,Firefox,112,2,Beauty,16287.01,COD,Platinum,Social Media,Friday,9,0
5633,35,Male,Mumbai,879943,76,Tablet,Chrome,82,5,Beauty,4444.2,Net Banking,Gold,Email,Tuesday,2,0
5634,55,Male,Pune,1056676,90,Tablet,Edge,59,2,Books,14615.5,Credit Card,Silver,Organic,Wednesday,8,0
5635,54,Male,Kolkata,340548,89,Tablet,Safari,115,13,Electronics,765.64,Net Banking,Silver,Social Media,Saturday,4,1
5636,50,Other,Mumbai,294805,68,Mobile,Opera,2,5,Books,18858.41,COD,Gold,Social Media,Friday,1,0
5637,48,Other,Kolkata,631843,70,Mobile,Opera,99,1,Fashion,13300.9,Net Banking,Gold,Organic,Monday,9,0
5638,28,Male,Kolkata,1162945,13,Tablet,Opera,79,21,Home,3335.15,Wallet,Regular,Ads,Thursday,3,0
5639,21,Other,Delhi,1107735,25,Desktop,Edge,79,29,Beauty,17498.46,Credit Card,Platinum,Referral,Saturday,5,0
5640,35,Other,Delhi,355826,95,Desktop,Chrome,108,15,Fashion,1728.23,COD,Regular,Referral,Tuesday,7,0
5641,21,Female,Ahmedabad,1006411,22,Tablet,Chrome,116,19,Home,8177.99,UPI,Gold,Social Media,Thursday,2,0
5642,51,Male,Ahmedabad,1056878,99,Mobile,Firefox,109,14,Electronics,14765.29,Net Banking,Silver,Email,Sunday,8,0
5643,46,Other,Chennai,392233,21,Mobile,Chrome,119,12,Sports,18754.39,Debit Card,Regular,Ads,Monday,3,1
5644,41,Other,Chennai,498166,15,Mobile,Safari,98,2,Electronics,7041.32,Net Banking,Gold,Ads,Tuesday,9,0
5645,39,Male,Pune,1180761,67,Mobile,Opera,50,27,Sports,16627.17,COD,Regular,Social Media,Tuesday,6,0
5646,19,Female,Hyderabad,1038007,37,Desktop,Edge,15,20,Beauty,4015.37,Debit Card,Regular,Email,Sunday,2,0
5647,23,Male,Bangalore,1468549,45,Tablet,Opera,18,1,Fashion,798.7,COD,Platinum,Organic,Saturday,9,0
5648,59,Female,Hyderabad,1340438,26,Tablet,Opera,77,3,Books,672.34,COD,Gold,Organic,Sunday,1,0
5649,42,Other,Ahmedabad,1420353,81,Tablet,Safari,38,11,Fashion,13197.59,Debit Card,Silver,Social Media,Tuesday,8,1
5650,38,Female,Pune,778317,55,Desktop,Opera,8,17,Home,3168.73,COD,Regular,Email,Sunday,8,0
5651,33,Female,Mumbai,1055397,50,Mobile,Opera,80,24,Sports,1101.45,Debit Card,Regular,Ads,Friday,5,0
5652,48,Male,Delhi,757240,35,Mobile,Safari,20,5,Sports,19537.28,UPI,Gold,Ads,Friday,3,0
5653,31,Other,Hyderabad,1481085,41,Desktop,Safari,60,17,Home,4916.04,COD,Gold,Ads,Sunday,1,0
5654,56,Male,Kolkata,1224506,72,Desktop,Chrome,26,18,Fashion,9304.83,UPI,Silver,Referral,Friday,6,0
5655,45,Male,Delhi,845113,11,Tablet,Opera,35,25,Books,12300.31,Credit Card,Regular,Ads,Friday,3,0
5656,49,Other,Delhi,410381,88,Tablet,Firefox,81,23,Fashion,2974.68,Net Banking,Silver,Organic,Saturday,2,0
5657,45,Male,Hyderabad,854247,8,Desktop,Firefox,26,3,Home,7207.66,UPI,Gold,Email,Monday,9,0
5658,26,Male,Hyderabad,1270372,54,Desktop,Firefox,18,15,Books,12989.37,Net Banking,Gold,Ads,Sunday,1,0
5659,39,Female,Kolkata,381420,94,Desktop,Safari,44,16,Books,12831.26,Debit Card,Silver,Social Media,Wednesday,1,0
5660,49,Male,Ahmedabad,539557,1,Mobile,Opera,7,15,Sports,16856.94,Credit Card,Platinum,Social Media,Monday,9,0
5661,22,Other,Kolkata,713151,98,Tablet,Chrome,108,17,Books,8804.71,Debit Card,Gold,Organic,Sunday,6,0
5662,40,Male,Chennai,1432981,20,Desktop,Opera,35,18,Beauty,17807.57,COD,Gold,Ads,Saturday,7,0
5663,22,Female,Ahmedabad,943451,34,Desktop,Firefox,12,23,Home,13675.64,Wallet,Regular,Organic,Tuesday,9,0
5664,59,Male,Pune,1361337,57,Mobile,Edge,111,8,Fashion,11285.89,Net Banking,Platinum,Organic,Sunday,3,0
5665,49,Male,Pune,1496956,98,Desktop,Firefox,113,21,Beauty,2431.02,Wallet,Regular,Organic,Friday,7,0
5666,27,Male,Kolkata,749546,13,Tablet,Safari,44,29,Beauty,11536.61,Debit Card,Gold,Referral,Saturday,2,1
5667,56,Female,Bangalore,473850,54,Mobile,Opera,41,28,Sports,11933.97,Net Banking,Regular,Ads,Tuesday,9,0
5668,32,Other,Ahmedabad,1015375,53,Desktop,Safari,54,14,Books,15200.21,COD,Platinum,Social Media,Friday,6,0
5669,24,Other,Kolkata,1050756,52,Tablet,Chrome,1,4,Home,14410.87,Wallet,Silver,Referral,Thursday,7,0
5670,46,Female,Chennai,734640,6,Tablet,Opera,25,10,Beauty,10646.61,COD,Silver,Organic,Thursday,9,0
5671,20,Female,Bangalore,234497,36,Mobile,Opera,80,20,Electronics,11897.3,Wallet,Silver,Social Media,Friday,4,0
5672,36,Male,Hyderabad,900334,25,Tablet,Opera,15,21,Beauty,15469.62,Net Banking,Gold,Organic,Thursday,9,0
5673,27,Other,Pune,1084754,91,Mobile,Edge,75,7,Beauty,7093.66,Credit Card,Platinum,Referral,Saturday,5,0
5674,45,Female,Pune,1107091,58,Tablet,Opera,101,29,Beauty,2785.93,Net Banking,Regular,Email,Friday,2,0
5675,46,Other,Bangalore,751516,55,Desktop,Edge,103,23,Home,17498.56,Net Banking,Platinum,Organic,Wednesday,3,0
5676,32,Male,Mumbai,1257458,95,Mobile,Opera,3,20,Sports,19303.87,Debit Card,Platinum,Organic,Tuesday,2,0
5677,52,Female,Chennai,454962,3,Tablet,Firefox,45,1,Sports,8643.17,Net Banking,Regular,Social Media,Monday,0,0
5678,23,Other,Chennai,1395916,28,Mobile,Chrome,45,21,Electronics,19807.16,Credit Card,Platinum,Social Media,Monday,1,0
5679,29,Other,Chennai,532990,68,Tablet,Opera,51,7,Books,6521.63,Credit Card,Platinum,Organic,Saturday,9,0
5680,55,Male,Pune,1491756,81,Mobile,Safari,42,12,Electronics,1424.82,Wallet,Silver,Ads,Monday,6,0
5681,30,Female,Delhi,276789,38,Desktop,Firefox,39,4,Beauty,11491.95,Net Banking,Regular,Social Media,Friday,9,0
5682,46,Other,Pune,285940,34,Mobile,Safari,20,7,Beauty,17377.19,UPI,Regular,Email,Friday,2,0
5683,36,Male,Delhi,1166818,84,Mobile,Safari,117,24,Beauty,12387.89,Wallet,Silver,Email,Saturday,0,0
5684,20,Other,Pune,1456122,13,Desktop,Edge,87,15,Electronics,287.6,Wallet,Platinum,Organic,Wednesday,4,1
5685,25,Male,Ahmedabad,888422,5,Tablet,Chrome,79,2,Sports,335.47,Net Banking,Platinum,Social Media,Friday,0,0
5686,25,Other,Hyderabad,290690,60,Desktop,Safari,18,2,Electronics,14514.59,Debit Card,Regular,Email,Saturday,0,1
5687,37,Other,Pune,1124744,88,Mobile,Firefox,116,5,Books,16922.33,UPI,Silver,Referral,Saturday,5,0
5688,21,Male,Ahmedabad,1115175,17,Desktop,Chrome,39,3,Sports,5135.43,COD,Silver,Email,Sunday,8,0
5689,38,Female,Ahmedabad,698364,57,Desktop,Firefox,99,16,Electronics,9455.61,COD,Gold,Social Media,Monday,0,0
5690,20,Male,Hyderabad,201585,31,Mobile,Safari,29,4,Sports,19225.71,UPI,Silver,Organic,Thursday,6,0
5691,25,Female,Ahmedabad,514676,92,Mobile,Chrome,20,15,Electronics,9265.42,Wallet,Platinum,Email,Tuesday,1,1
5692,40,Other,Delhi,603757,65,Desktop,Opera,42,17,Sports,2802.7,Net Banking,Regular,Organic,Friday,9,0
